link_id,from_id,to_id,from,to,mode,distance_km,cost,emission,data_sources
L356,C8,C5,Circuit de Monaco (Monaco),Jeddah Corniche Circuit (Saudi Arabia),Air,3810.5,228630.0,114315.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L357,C8,C5,Circuit de Monaco (Monaco),Jeddah Corniche Circuit (Saudi Arabia),Sea,3810.5,3810.5,2857.88,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L358,C8,C6,Circuit de Monaco (Monaco),Miami International Autodrome (USA),Air,7870.8,472248.0,236124.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L359,C8,C6,Circuit de Monaco (Monaco),Miami International Autodrome (USA),Sea,7870.8,7870.8,5903.1,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L360,C8,C7,Circuit de Monaco (Monaco),Imola (Autodromo Enzo e Dino Ferrari),Air,350.0,21000.0,10500.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L361,C8,C7,Circuit de Monaco (Monaco),Imola (Autodromo Enzo e Dino Ferrari),Road,350.0,2100.0,1400.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L362,C8,C7,Circuit de Monaco (Monaco),Imola (Autodromo Enzo e Dino Ferrari),Sea,350.0,350.0,262.5,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L363,C8,C9,Circuit de Monaco (Monaco),Circuit de Barcelona-Catalunya (Spain),Air,485.6,29136.0,14568.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L364,C8,C9,Circuit de Monaco (Monaco),Circuit de Barcelona-Catalunya (Spain),Road,485.6,2913.6,1942.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L365,C8,C9,Circuit de Monaco (Monaco),Circuit de Barcelona-Catalunya (Spain),Sea,485.6,485.6,364.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L366,C8,C10,Circuit de Monaco (Monaco),Circuit Gilles Villeneuve (Montreal-Canada),Air,6122.2,367332.0,183666.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L367,C8,C10,Circuit de Monaco (Monaco),Circuit Gilles Villeneuve (Montreal-Canada),Sea,6122.2,6122.2,4591.65,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L368,C8,C11,Circuit de Monaco (Monaco),Red Bull Ring (Spielberg-Austria),Air,690.9,41454.0,20727.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L369,C8,C11,Circuit de Monaco (Monaco),Red Bull Ring (Spielberg-Austria),Road,690.9,4145.4,2763.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L370,C8,C11,Circuit de Monaco (Monaco),Red Bull Ring (Spielberg-Austria),Sea,690.9,690.9,518.17,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L371,C8,C12,Circuit de Monaco (Monaco),Silverstone Circuit (UK),Air,1119.2,67152.0,33576.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L372,C8,C12,Circuit de Monaco (Monaco),Silverstone Circuit (UK),Road,1119.2,6715.2,4476.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L373,C8,C12,Circuit de Monaco (Monaco),Silverstone Circuit (UK),Sea,1119.2,1119.2,839.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L374,C8,C13,Circuit de Monaco (Monaco),Spa-Francorchamps (Belgium),Air,753.3,45198.0,22599.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L375,C8,C13,Circuit de Monaco (Monaco),Spa-Francorchamps (Belgium),Road,753.3,4519.8,3013.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L376,C8,C13,Circuit de Monaco (Monaco),Spa-Francorchamps (Belgium),Sea,753.3,753.3,564.98,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L377,C8,C14,Circuit de Monaco (Monaco),Hungaroring (Budapest-Hungary),Air,1012.4,60744.0,30372.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L378,C8,C14,Circuit de Monaco (Monaco),Hungaroring (Budapest-Hungary),Road,1012.4,6074.4,4049.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L379,C8,C14,Circuit de Monaco (Monaco),Hungaroring (Budapest-Hungary),Sea,1012.4,1012.4,759.3,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L380,C8,C15,Circuit de Monaco (Monaco),Circuit Zandvoort (Netherlands),Air,985.6,59136.0,29568.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L381,C8,C15,Circuit de Monaco (Monaco),Circuit Zandvoort (Netherlands),Road,985.6,5913.6,3942.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L382,C8,C15,Circuit de Monaco (Monaco),Circuit Zandvoort (Netherlands),Sea,985.6,985.6,739.2,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L383,C8,C16,Circuit de Monaco (Monaco),Autodromo Nazionale Monza (Italy),Air,255.7,15342.0,7671.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L384,C8,C16,Circuit de Monaco (Monaco),Autodromo Nazionale Monza (Italy),Road,255.7,1534.2,1022.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L385,C8,C16,Circuit de Monaco (Monaco),Autodromo Nazionale Monza (Italy),Sea,255.7,255.7,191.78,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L386,C8,C17,Circuit de Monaco (Monaco),Circuit of The Americas (Austin-USA),Air,8824.2,529452.0,264726.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L387,C8,C17,Circuit de Monaco (Monaco),Circuit of The Americas (Austin-USA),Sea,8824.2,8824.2,6618.15,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L388,C8,C18,Circuit de Monaco (Monaco),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,9778.2,586692.0,293346.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L389,C8,C18,Circuit de Monaco (Monaco),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Sea,9778.2,9778.2,7333.65,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L390,C8,C19,Circuit de Monaco (Monaco),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,9306.4,558384.0,279192.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L391,C8,C19,Circuit de Monaco (Monaco),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Sea,9306.4,9306.4,6979.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L392,C8,C20,Circuit de Monaco (Monaco),Las Vegas Street Circuit (USA),Air,9414.4,564864.0,282432.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L393,C8,C20,Circuit de Monaco (Monaco),Las Vegas Street Circuit (USA),Sea,9414.4,9414.4,7060.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L394,C8,C21,Circuit de Monaco (Monaco),Marina Bay Street Circuit (Singapore),Air,10424.6,625476.0,312738.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L395,C8,C21,Circuit de Monaco (Monaco),Marina Bay Street Circuit (Singapore),Sea,10424.6,10424.6,7818.45,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L396,C8,C22,Circuit de Monaco (Monaco),Yas Marina Circuit (Abu Dhabi-UAE),Air,4763.0,285780.0,142890.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L397,C8,C22,Circuit de Monaco (Monaco),Yas Marina Circuit (Abu Dhabi-UAE),Sea,4763.0,4763.0,3572.25,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L398,C8,C23,Circuit de Monaco (Monaco),Lusail International Circuit (Qatar),Air,4452.3,267138.0,133569.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L399,C8,C23,Circuit de Monaco (Monaco),Lusail International Circuit (Qatar),Sea,4452.3,4452.3,3339.22,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L400,C8,C24,Circuit de Monaco (Monaco),Baku City Circuit (Azerbaijan),Air,3484.9,209094.0,104547.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L401,C8,C24,Circuit de Monaco (Monaco),Baku City Circuit (Azerbaijan),Road,3484.9,20909.4,13939.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
